,16.199,6.4772
270,17.908,7.064
271,20.839000000000002,10.772
272,18.07,8.9765
273,0.35362,0.4375
274,-1.035,0.28681
275,-0.00044069,0.21949000000000002
276,-23.015,-13.213
277,-19.615,-11.447000000000001
278,17.639,7.8093
279,-14.181,-4.343
280,4.5271,0.6308
281,-4.5745,1.2857
282,-0.7119,0.18304
283,0.74216,-0.74665
284,-0.8947299999999999,0.46508
285,-19.595,-8.8162
286,1.0403,0.44213
287,18.590999999999998,8.0478
288,-17.937,-8.1704
289,-0.020385,0.28536
290,18.506,8.2448
291,-17.686,-5.4874
292,22.256999999999998,10.612
293,-20.999000000000002,-11.523
294,-21.303,-10.112
295,-17.098,-6.0983
296,-16.055,-5.223
297,-17.152,-6.1484
298,14.530999999999999,5.1213
299,19.817,10.142999999999999
300,-16.473,-6.8834
301,6.3415,-0.09236799999999999
302,16.624000000000002,7.2269
303,-25.285,-15.25
304,15.731,5.3166
305,-17.340999999999998,-7.0239
306,-4.9364,0.88969
307,-16.97,-5.9474
308,-17.262999999999998,-8.5206
309,-18.901,-8.4353
310,18.024,8.0047
311,-1.4484,0.21035
312,-16.012,-7.9110000000000005
313,22.595,13.059000000000001
314,18.566,7.4771
315,1.9394,-0.9635100000000001
316,1.5565,-0.99631
317,-17.294,-6.5251
318,-16.745,-8.5643
319,0.08877,0.022304
320,-1.8778,1.0091
321,4.9012,0.36296
322,-20.651,-8.675
323,-1.965,-0.19555
324,-19.723,-10.261
325,-0.091942,0.4882
326,-4.6884,0.08695499999999999
327,18.374000000000002,8.1449
328,-7.3256,0.35556
329,-15.204,-7.5655
330,4.2711,0.44337
331,-20.067,-8.9407
332,10.687000000000001,1.5938
333,-14.955,-5.2468
334,-2.0496,1.0352
335,17.889,9.4156
336,-3.3335,0.55755
337,18.463,7.5459
338,0.4594,1.2731
339,-2.0346,-0.30666
340,-18.403,-9.0512
341,20.526,10.262
342,-16.207,-4.9629
343,17.274,8.0786
344,-0.42417,0.007889100000000001
345,17.146,6.579
346,-1.8788,-0.60785
347,6.2742,0.88831
348,18.477999999999998,8.9462
349,0.92195,0.30343000000000003
350,0.35356,0.92729
351,19.349,9.3404
352,18.541,9.2589
353,14.839,5.6176
354,1.7697,0.74357
355,15.654000000000002,8.1727
356,-15.467,-5.2833
357,-0.11147,-0.63879
358,-14.023,-3.9916
359,0.95305,0.13183
360,-15.492,-5.4309
361,-18.847,-8.6984
362,-21.320999999999998,-10.335
363,18.614,10.744000000000002
364,18.159000000000002,8.6044
365,-4.3148,-0.19742
366,19.598,9.7086
367,-1.1296,-0.26716999999999996
368,-19.494,-8.3517
369,-14.421,-4.3927
370,-16.433,-6.5021
371,20.099,9.4413
372,-0.68648,0.014079
373,4.4075,0.26765
374,16.325,7.4551
375,-22.17,-12.902999999999999
376,-0.28634,0.50654
377,17.997,9.2239
378,0.84601,1.1125
379,-2.0056,-0.036229000000000004
380,-15.859000000000002,-5.1462
381,19.398,8.2311
382,1.5753,0.26376
383,6.336,0.50156
384,1.5853,0.36383000000000004
385,-19.055,-8.0717
386,-1.4011,-0.40781
387,2.5821,-0.39899999999999997
388,-2.9828,-0.64996
389,19.925,9.7371
390,19.671,9.147
391,-5.2813,1.5530000000000002
392,-1.3085,0.21656
393,-14.255999999999998,-3.967
394,-1.7541,-0.7670399999999999
395,4.6899,1.5942
396,18.335,9.2872
397,17.754,8.0026
398,17.338,7.4277
399,17.96,8.2173
400,-1.0769,0.44031000000000003
401,15.172,4.1597
402,19.498,8.8702
403,-0.8614700000000001,-0.014679
404,21.01,11.754000000000001
405,14.78,5.2158
406,3.8246,-1.4311
407,17.11,8.0736
408,-15.457,-5.8283
409,3.6613,0.33203
410,-18.605,-8.3954
411,6.6544,0.035788
412,19.567999999999998,9.0887
413,21.471999999999998,11.242
414,6.4551,-0.38013
415,-17.31,-6.8503
416,-2.8615,-0.0072715
417,0.68305,-0.6039399999999999
418,17.937,7.0002
419,17.435,8.8825
420,-16.644000000000002,-7.289
421,20.706,10.654000000000002
422,-16.204,-6.0827
423,17.27,7.2984
424,21.579,12.085999999999999
425,-18.171,-9.0436
426,19.88,9.1525
427,22.718000000000004,11.923
428,-22.291,-11.274000000000001
429,-14.534,-5.1081
430,-17.061,-7.6203
431,-20.63,-10.265999999999998
432,-13.975,-5.5888
433,-19.145,-7.8114
434,17.832,7.3855
435,-20.012999999999998,-11.522
436,-1.5889,-0.45253999999999994
437,-2.1832,-0.023787
438,20.72,9.9599
439,-1.1420000000000001,-0.79875
440,17.808,7.5162
441,20.373,10.065
442,1.1555,-0.26233
443,-14.822000000000001,-4.3007
444,18.672,8.1641
445,0.3272,0.72138
446,21.929000000000002,11.695
447,-18.104,-7.5089
448,-14.23,-4.1707
449,-18.602999999999998,-8.6116
450,-19.885,-9.9452
451,-2.4776,0.10929000000000001
452,-3.2426,0.54715
453,17.54,7.0926
454,4.6113,-0.6430600000000001
455,-3.8346,-0.46813
456,15.274000000000001,4.9163
457,-17.555,-9.2913
458,17.498,7.8158
459,-21.068,-10.19
460,21.316,11.572000000000001
461,-23.607,-13.168
462,-17.528,-7.6956
463,-1.6327,-0.064416
464,-1.9716,-0.22430999999999998
465,-1.8029,0.92281
466,16.22,5.7226
467,-1.2994,0.045984
468,-15.127,-3.2073
469,-3.7897,-0.41156000000000004
470,-15.958,-5.8709
471,-18.172,-8.4282
472,17.563,7.7329
473,12.844000000000001,1.4704
474,16.985,7.718999999999999
475,-17.817,-7.6868
476,18.61,6.2983
477,14.549000000000001,6.1461
478,-3.1013,-0.079662
479,-20.511,-10.357000000000001
480,-20.619,-10.33
481,-20.081,-10.427999999999999
482,-20.500999999999998,-11.104000000000001
483,-14.574000000000002,-4.8796
484,19.082,10.378
485,-18.125,-6.6246
486,19.221,8.98
487,19.105,7.9677
488,3.9243,0.22687
489,17.125,8.0347
490,2.066,1.4180000000000001
491,5.2808,0.56997
492,-14.648,-6.6295
493,0.40868000000000004,-0.31342
494,-7.2873,0.56383
495,-13.905999999999999,-3.4026
496,-22.826,-11.764000000000001
497,-17.374000000000002,-7.1532
498,16.947,7.0378
499,13.331,4.8224
500,16.564,7.6141
501,20.915,10.690999999999999
502,14.829,4.7438
503,20.484,9.7169
504,5.0698,0.21957
505,16.994,7.0405
506,20.235,10.434000000000001
507,17.412,8.844
508,-20.705,-12.273
509,-0.95335,0.13092
510,-16.128,-6.0934
511,-21.374000000000002,-11.782
512,-16.067999999999998,-4.8892
513,-6.6718,0.2378
514,20.579,11.315
515,-19.185,-8.9733
516,6.1007,-0.063917
517,18.764,9.0079
518,12.789000000000001,4.5697
519,-19.65,-8.7262
520,15.645999999999999,4.7917
521,-15.380999999999998,-4.5471
522,-16.75,-7.8394
523,-1.932,-0.29951
524,-1.8130000000000002,1.2609
525,-19.469,-9.4203
526,19.637999999999998,9.2695
527,-18.615,-8.1551
528,21.304000000000002,10.573
529,17.802,7.8868
530,-1.0442,0.11284000000000001
531,-4.311,0.28081
532,-16.58,-5.7226
533,19.54,9.0367
534,15.954,5.8333
535,17.899,6.4052
536,-18.374000000000002,-8.1065
537,16.697,6.7883
538,1.9873,-0.14067000000000002
539,-16.075,-5.9087
540,18.012,7.1652
541,-10.8,-0.4786
542,3.6654,0.7107100000000001
543,18.399,7.5087
544,-19.837,-9.6738
545,0.25961,-0.6938300000000001
546,-15.569,-4.7902
547,-3.9208,0.35129
548,3.0374,0.64349
549,18.739,8.6442
550,-19.143,-9.868
551,15.372,4.8056
552,1.1694,-0.010914
553,20.985,9.3968
554,-17.579,-6.5262
555,0.27094,0.0083118
556,-19.38,-9.2677
557,-17.987000000000002,-8.6774
558,-1.6221,-0.023184
559,-0.9834299999999999,0.19972
560,-20.201,-8.7019
561,-2.8457,0.90489
562,1.7783,-0.80721
563,15.995999999999999,5.6138
564,-2.6233,-0.42608
565,-18.788,-7.7596
566,0.40084000000000003,0.37442
567,7.6071,0.33246
568,-19.840999999999998,-9.382
569,2.3797,0.37225
570,15.056,5.0386
571,-13.856,-4.9554
572,18.62,8.4287
573,0.99365,-0.76917
574,-2.5953,-0.16398
575,2.4366,1.2337
576,-3.7976,0.27681999999999995
577,-14.804,-4.8066
578,19.003,10.228
579,2.2922,0.40653
580,-2.3971,0.29535
581,-3.7135,0.14603
582,-0.028116000000000002,-0.93524
583,-16.407,-5.4692
584,-22.046999999999997,-10.568
585,15.052999999999999,5.5038
586,-20.53,-9.4008
587,1.6254,0.67656
588,-21.682,-11.175
589,20.433,8.9474
590,18.16,8.0377
591,-15.495999999999999,-6.1769
592,-17.711,-8.2648
593,-20.989,-10.64
594,4.3945,0.17234000000000002
595,-21.514,-10.687000000000001
596,3.4936,-0.17545999999999998
597,-18.038,-8.2204
598,1.1915,-1.2796
599,20.151,10.182
600,-0.72647,-0.55489
601,-20.616,-10.319
602,16.748,8.1176
603,0.72265,0.20099
604,20.764,10.31
605,12.290999999999999,2.2103
606,-4.3981,-0.4059
607,-17.704,-7.9667
608,15.208,5.2913
609,2.2637,-0.40402
610,19.919,10.875
611,-17.434,-5.8607
612,-3.3275,1.0162
613,-20.059,-10.715
614,-17.081,-7.622000000000001
615,15.232999999999999,4.7318
616,-16.783,-6.5886
617,1.7635,0.22469
618,-15.52,-6.6256
619,15.094000000000001,4.8199
620,-18.631,-7.336
621,-20.65,-10.647
622,-5.6474,-0.30955
623,-0.30380999999999997,-0.54246
624,6.4495,-0.36968
625,15.249,5.5933
626,-13.142000000000001,-4.2772
627,-20.523000000000003,-10.575999999999999
628,2.3083,0.15700999999999998
629,16.426,6.2652
630,20.394000000000002,9.267999999999999
631,18.549,10.037
632,18.957,9.797
633,14.273,5.8375
634,-16.885,-7.0425
635,-16.715999999999998,-7.0017
636,-21.059,-11.122
637,-16.827,-7.4918
638,-21.635,-11.151
639,16.156,5.696000000000001
640,3.7142,0.52322
641,20.086,9.9342
642,18.803,8.2488
643,20.132,10.956
644,20.249000000000002,10.152999999999999
645,17.778,9.3006
646,-5.899,-0.67787
647,-16.248,-7.4476
648,1.1247,-0.37655
649,1.4739,-0.28629
650,-13.117,-5.5182
651,-17.617,-6.2995
652,-4.7072,0.94906
653,-15.636,-3.8739
654,-21.95,-12.147
655,18.465,8.8063
656,16.749000000000002,6.9382
657,0.33956,0.2664
658,-15.503,-6.5625
659,1.8758,-0.28564
660,-5.242999999999999,-0.68234
661,17.848,7.5415
662,16.569000000000003,5.9811
663,-1.0292,-0.3298
664,2.3851,1.6321
665,-6.2464,-0.0057067
666,-3.0327,-0.18707000000000001
667,6.5623,0.46116
668,17.316,7.1748
669,17.033,5.9981
670,-14.879000000000001,-5.4373
671,-20.394000000000002,-11.895
672,-18.345,-9.1867
673,-19.127,-9.9309
674,-17.637,-6.6885
675,-16.566,-6.7611
676,17.699,8.7313
677,19.586,10.661
678,-18.648,-9.3653
679,17.84,8.4292
680,0.78396,-0.22013000000000002
681,2.2928,-0.1496
682,-20.344,-10.177
683,0.96115,0.25165
684,17.593,8.4821
685,-19.627,-8.5786
686,18.56,8.5168
687,16.938,7.064
688,-16.985,-6.0929
689,3.213,0.8302299999999999
690,16.232,7.0294
691,-17.151,-5.3958
692,-4.6279,-0.018792
693,-0.9717100000000001,0.12447000000000001
694,-0.28167,0.71948
695,18.375999999999998,9.3386
696,19.742,9.6667
697,0.44535,-0.22158000000000003
698,-17.011,-7.0663
699,17.489,7.3612
700,-17.430999999999997,-6.2295
701,-18.160999999999998,-6.8228
702,-18.498,-7.4149
703,18.872,9.3485
704,-13.994000000000002,-2.6283
705,-20.003,-9.9686
706,-20.748,-10.604000000000001
707,1.9709,-0.52317
708,-16.575,-6.5815
709,22.834,13.265999999999998
710,-23.023000000000003,-12.975999999999999
711,-2.1618,1.1265
712,-18.293,-8.4968
713,-15.825,-7.0628
714,-0.76767,0.58505
715,-20.683000000000003,-9.4225
716,-1.393,-0.6784399999999999
717,-3.5879,-0.14356
718,16.594,6.2578
719,17.817,6.5574
720,-0.81237,-0.5514899999999999
721,18.602,9.6136
722,20.533,11.353
723,-0.97983,0.21041999999999997
724,18.632,7.0564
725,21.340999999999998,10.929
726,-18.565,-7.8842
727,-18.17,-7.8141
728,-14.41,-4.412
729,0.61246,-0.9493
730,-15.082,-5.7626
731,19.865,10.058
732,15.129000000000001,3.6569
733,-21.932,-12.049000000000001
734,-19.236,-8.4401
735,-1.4042,-0.72631
736,-14.255999999999998,-4.8757
737,1.5848,0.68111
738,18.303,7.43
739,-17.945,-8.885
740,19.435,8.6608
741,-3.1592,-0.41101000000000004
742,16.612000000000002,7.0977
743,-1.1802,-0.24558000000000002
744,17.554000000000002,7.694
745,-4.9077,0.062717
746,-21.533,-10.614
747,-18.813,-6.8148
748,14.378,6.0954
749,-5.2193,-0.096525
750,16.859,7.5148
751,16.939,7.3416
752,14.055,3.0549
753,19.26,7.9963
754,16.798,8.3422
755,17.956,7.9982
756,-20.99,-10.399000000000001
757,16.487000000000002,6.6061
758,15.134,6.0409
759,-0.187,1.0751
760,-15.257,-5.9451
761,-18.879,-9.6394
762,18.027,8.1774
763,-18.887999999999998,-8.7143
764,18.625999999999998,9.6503
765,1.1121,-0.0006016
766,15.077,6.2164
767,-2.8414,0.13018
768,-3.4607,0.29988000000000004
769,13.967,5.5131
770,-17.680999999999997,-8.6312
771,1.3684,0.45706
772,21.471999999999998,11.82
773,14.374,5.5619
774,13.77,5.1322
775,-15.085999999999999,-5.0938
776,17.427,7.7312
777,-19.602,-8.6354
778,2.9292,0.37446
779,13.017000000000001,2.9810000000000003
780,-1.1075,-0.16874
781,2.4947,-0.36727
782,0.12467,-0.54448
783,-0.22551,-1.2329
784,-18.343,-5.1537
785,-6.3453,0.67062
786,0.26921999999999996,-1.242
787,-2.437,-1.0732
788,18.442999999999998,8.5046
789,20.699,12.350999999999999
790,18.268,7.8623
791,16.959,7.2504
792,1.4658,0.076922
793,18.769000000000002,9.44
794,-0.22496,-0.45103999999999994
795,-18.986,-8.6382
796,2.6315,1.3239
797,-19.975,-10.019
798,17.094,7.4027
799,19.168,9.1449
800,-19.051,-9.5922
801,0.9821200000000001,-0.40897
802,19.214000000000002,9.378
803,-3.2807,0.7119800000000001
804,-15.294,-5.2824
805,6.4961,-0.6459999999999999
806,2.4507,-0.31772
807,15.818,6.6104
808,-14.317,-4.6009
809,-3.0643,0.47773999999999994
810,19.66,8.9605
811,-1.8252,-0.88776
812,-18.419,-6.0352
813,-1.5871,-0.21191
814,-19.986,-10.589
815,-17.506,-7.7764
816,18.32,8.249
817,1.1536,0.084205
818,16.387999999999998,5.8071
819,-19.079,-9.2362
820,18.156,7.4241
821,3.9837,-0.16192
822,-0.3552,0.9964
823,18.768,8.4474
824,-3.5762,-0.31284
825,-2.6949,-0.25866999999999996
826,-18.887999999999998,-10.509
827,-19.507,-8.4227
828,-16.688,-7.7544
829,1.6172,-0.1589
830,0.5464899999999999,-0.54368
831,-4.1765,-0.062015999999999995
832,13.162,2.9818
833,-5.9576,-0.99349
834,16.259,8.2668
835,-23.53,-12.86
836,18.971,8.439
837,-19.435,-9.0437
838,-20.935,-11.964
839,-17.972,-9.7545
840,-1.0163,-0.96195
841,-15.325999999999999,-4.8563
842,-17.503,-8.3138
843,-14.856,-6.346
844,14.940999999999999,6.3177
845,20.491999999999997,10.505999999999998
846,20.382,10.227
847,15.924000000000001,5.7578
848,18.925,8.6848
849,0.6856399999999999,0.48281
850,-2.9386,0.01702
851,-17.354,-7.1321
852,-19.543,-8.5484
853,19.42,9.2106
854,7.4121,-0.35684
855,-17.947,-7.4077
856,18.948,9.2193
857,1.7384,-0.40066999999999997
858,1.6964,0.03771
859,-1.0932,-0.17557
860,17.994,8.1261
861,-20.174,-9.7269
862,13.997,5.0212
863,-13.163,-3.6449
864,-14.334000000000001,-4.2954
865,16.105,6.3085
866,-4.2368,-0.8527
867,-2.3196,-0.28762
868,-17.092,-7.2489
869,-19.695999999999998,-9.7767
870,21.095,11.432
871,-12.886,-1.9863
872,-19.06,-9.2184
873,0.10885999999999998,0.10198
874,19.259,9.1271
875,1.4258,0.02191
876,18.117,8.2322
877,18.142,8.9751
878,1.5769,-0.2641
879,7.0471,0.3058
880,17.115,8.7481
881,-17.378,-7.7505
882,-19.139,-9.5924
883,17.746,6.506
884,17.798,8.2549
885,-0.29628000000000004,0.06185
886,22.516,11.299000000000001
887,-18.317,-8.1561
888,2.8721,-0.72872
889,-1.7655,-0.36135
890,20.122,9.5456
891,15.314,6.7551
892,4.8027,-0.77454
893,-23.482,-14.075
894,-19.671,-8.6562
895,0.87335,-0.037000000000000005
896,20.278,11.8
897,16.239,6.3995
898,-3.4972,-0.31381
899,-21.368000000000002,-10.565999999999999
900,19.34,9.0042
901,-18.684,-8.6077
902,6.0448,-0.36633000000000004
903,1.9409999999999998,0.57399
904,-2.0789,0.4124
905,17.993,7.3376
906,-21.793000000000003,-10.912
907,-20.309,-9.0711
908,-6.2005,1.1173
909,-25.483,-15.552999999999999
910,-4.9981,-0.061704999999999996
911,19.493,9.2073
912,17.066,8.5784
913,-17.451,-6.8877
914,-0.2353,0.60233
915,-14.85,-6.2039
916,-14.048,-3.7035
917,17.727,8.8244
918,-16.777,-7.4678
919,17.363,7.4529
920,-0.9199,-0.57613
921,-17.6,-7.8687
922,-19.062,-8.5993
923,-13.659,-5.0817
924,4.4595,-0.50642
925,-19.269000000000002,-10.207
926,-14.886,-4.7629
927,0.10675,-0.76369
928,-14.981,-5.4019
929,-14.73,-4.6039
930,2.2603,-0.9875
931,16.18,6.0773
932,2.1659,-0.42454
933,-21.444000000000003,-11.023
934,16.859,7.2188
935,16.078,7.4211
936,16.971,8.6879
937,-11.993,-2.2394
938,-7.5048,0.094938
939,-19.741,-9.2199
940,-17.881,-8.0724
941,13.752,4.1094
942,-17.242,-8.9183
943,18.054000000000002,8.658999999999999
944,-19.409000000000002,-10.588
945,20.559,8.3952
946,-21.104,-11.373
947,-18.712,-9.6567
948,-20.576999999999998,-10.770999999999999
949,-1.6886,0.1572
950,-15.44,-5.6992
951,20.803,9.4081
952,-3.5548,0.48017
953,15.123,4.7423
954,17.875,8.0962
955,-5.8717,1.3404
956,-19.825,-9.5443
957,17.063,6.3168
958,-3.0533,0.62585
959,-19.63,-10.068
960,0.9644,0.2584
961,-18.982,-9.5937
962,-21.548000000000002,-9.5117
963,-1.3659999999999999,0.13552999999999998
964,-15.91,-5.3506
965,-21.854,-11.027999999999999
966,-17.159000000000002,-6.7259
967,19.714000000000002,7.926
968,0.17463,0.34053
969,19.797,8.7511
970,20.545,11.811
971,1.5749,-0.39643
972,-3.5885,0.31356999999999996
973,0.098211,-0.08176699999999999
974,-0.9324100000000001,-0.28584
975,15.954,4.9653
976,-22.217,-11.609000000000002
977,17.115,7.5109
978,-19.159000000000002,-9.4911
979,19.912,10.375
980,2.4165,-0.11634000000000001
981,-14.395999999999999,-5.0843
982,2.4402,-0.37319
983,18.502,9.6205
984,-17.415,-8.0052
985,18.599,8.8198
986,2.0706,-0.20225
987,3.3899,0.77795
988,-4.3507,-0.023184
989,2.1081,0.63565
990,15.703,5.1209
991,0.8582299999999999,-0.035421
992,1.7536,-1.1369
993,-1.8382,0.19245
994,16.409000000000002,6.7905
995,-16.277,-5.8678
996,-1.8159,-0.22000999999999998
997,-16.465,-6.7421
998,-3.4579,-0.12855
999,-0.33142,-0.33011
1000,-22.048000000000002,-11.710999999999999
1001,-2.7289,0.47861000000000004
1002,18.521,9.386000000000001
1003,-2.5565,0.92299
1004,0.021578,0.82042
1005,-5.8065,-0.55196
1006,-4.4862,-0.72372
1007,16.804000000000002,6.3906
1008,-15.463,-6.2669
1009,-18.872,-9.7764
1010,18.479,9.1796
1011,16.887999999999998,6.5074
1012,-1.2461,-0.27502
1013,16.296,6.7401
1014,-2.7657,-0.91409
1015,-18.559,-9.0902
1016,17.289,7.6754
1017,-17.065,-6.7506
1018,-19.248,-8.0816
1019,20.086,10.11
1020,-2.0737,0.8871899999999999
1021,-6.4956,-1.2921
1022,-3.1079,-0.3922
1023,19.164,9.9142
1024,-17.229,-8.0345
1025,-2.2016,0.58911
1026,1.161,-0.70885
1027,-16.702,-7.1927
1028,19.861,8.273
1029,17.325,7.8146
1030,0.68405,0.06464099999999999
1031,15.927999999999999,6.5442
1032,-3.4105,-0.12669
1033,17.602,7.6053
1034,-1.4334,0.38168
1035,-19.95,-9.6723
1036,2.5403,-0.29785
1037,15.967,5.6421
1038,19.389,9.1003
1039,0.41808999999999996,0.59337
1040,-18.391,-8.509
1041,17.862000000000002,7.7404
1042,15.794,5.8402
1043,2.1157,0.14579
1044,-17.921,-6.9577
1045,-13.710999999999999,-4.0206
1046,15.88,6.0295
