3.5739,4.2125
5.8671,-1.8555
2.9041,-3.5781
3.5867,-0.41415
-4.1467,-2.6711
3.9636,-1.6653
2.3677,-2.692
-0.75172,-4.1149
-3.4558,0.65064
0.40679,-4.2275
4.5955,2.7192
-3.5561,-3.3654
-1.5898,-2.61
-4.201,2.0971
-6.5711,-0.81957
-4.3037,4.5717
3.34,1.0654
0.64771,-4.5545
-3.3512,2.6741
-0.72361,-3.5889
1.0301,4.0698
4.1145,1.5606
2.5307,2.2284
-4.2249,-1.8001
2.3218,4.4644
-2.5892,3.4878
2.6979,-4.5525
2.0437,3.6033
1.7291,4.708
-0.38386,3.4519
-0.64465,3.93
-4.9342,-3.0568
3.6431,-3.4373
-2.8097,0.93546
-0.42674,3.9124
3.0242,1.8474
-2.9392,-2.5266
-3.0442,-1.5072
2.8692,2.4346
4.2701,1.032
-3.9305,2.7975
-0.25556,-3.6659
4.1081,1.2573
3.5908,-1.8194
-0.27855,4.4373
-1.2645,-3.9107
2.4221,2.9855
5.3329,1.075
-1.4244,-3.4017
2.1195,-4.9403
-2.3254,2.6573
-0.39153,5.0626
-2.1942,3.1501
2.422,-3.2681
1.9079,2.0056
-4.2192,1.0285
1.9817,-1.2379
5.2605,-2.3351
-4.0577,2.9792
4.0886,1.4456
4.6509,2.6893
-3.5623,-2.8247
-0.54184,3.6068
1.4762,-4.4594
0.39386,3.2464
-1.0854,-3.532
-1.7708,-3.0578
-2.9586,-3.6218
-4.071,-3.241
5.1755,-3.6019
3.7055,2.0649
3.735,0.12994
5.3404,0.62066
-1.0985,3.8327
-0.12614,-3.3101
5.3457,-0.8565
-3.8708,0.75944
1.996,1.2302
4.2356,-1.8798
2.3962,-2.7138
-4.5493,0.99196
-2.3037,0.22598
-1.0649,-5.5492
1.9113,-1.6039
-3.338,-1.1245
0.95578,-4.7526
1.2014,4.3286
-0.39028,-5.1559
-2.2286,1.5371
3.0986,0.91563
-2.981,-0.014761
-3.3246,-4.0475
-4.6502,0.48434
-2.0059,2.8815
-4.3391,-0.83955
-6.1228,-3.0012
1.6312,-1.2219
1.9992,4.0358
-1.565,3.5924
1.3291,-3.8558
-4.7168,0.27406
0.93802,2.9834
-0.63814,-2.6734
3.207,-2.5553
3.7441,0.88499
-2.4,2.7841
2.0108,2.979
5.9269,-0.22812
-2.0409,2.9385
-0.96401,-1.7835
-4.6543,0.40196
3.5021,-0.97857
0.4878,2.99
0.29051,-3.7731
-4.846,-3.9207
4.7029,0.92745
4.134,1.7593
3.2015,4.214
-2.7579,1.9461
2.8636,-1.6934
4.1742,-3.3748
-4.176,-1.0072
-2.2178,-3.6882
-1.8552,0.010366
1.802,2.2814
1.0617,-1.9355
1.1453,-4.197
0.3,5.1694
-5.3728,1.0682
0.46016,3.7371
2.4355,-1.7268
4.3101,1.7027
-2.0829,2.8482
0.69386,3.8697
-3.7,-1.9311
-2.751,0.35777
-2.1709,2.9009
5.5444,5.425
-2.5701,-3.0071
-0.50798,5.3276
4.3125,1.6228
4.0947,1.5941
4.1545,-0.79857
-1.4976,0.70074
-4.6399,0.1395
3.9028,0.22832
2.9649,2.8569
1.9187,3.9672
4.1314,-2.3689
-1.5966,3.5244
2.7788,2.698
-1.3639,-5.5588
1.7469,-3.3545
3.361,3.4216
2.1078,-2.966
-3.7301,-0.71647
0.20208,-2.9235
-2.0006,1.6951
-3.6169,-0.53559
5.9454,-0.93358
4.8326,6.6243
-2.165,-2.4852
-2.4345,-1.9605
0.09703,4.3648
-0.40498,-3.1857
-4.9674,0.1402
-0.071861,5.055
4.3444,-1.9084
-1.3549,-3.3144
-1.0073,2.3266
0.6113,-4.862
-2.9642,-3.1259
5.2443,-3.3596
2.737,-3.6733
0.18608,-4.4276
-2.2974,2.2994
2.6962,0.67573
3.3093,3.3175
5.349,1.5211
0.35878,4.0257
4.2401,-1.8515
2.6384,2.9224
1.5187,-2.5064
4.6546,1.0496
0.41384,-3.1595
-0.1748,5.4859
0.6851,4.19
4.0734,-3.2254
0.33333,3.8223
-0.82426,3.9433
-2.8615,0.74161
-2.9349,-1.9161
2.7342,1.1946
2.7585,3.0116
4.135,0.50612
-2.4217,-2.978
2.6543,-3.4349
-3.5452,1.9918
0.23559,-5.6575
-3.1289,-2.6501
3.2541,-3.278
3.4485,-1.9184
-3.125,1.2407
1.2007,-2.9565
1.8609,-4.4128
-2.4051,-1.7522
-0.57064,-2.4856
-1.4924,4.2129
3.1792,0.93176
-1.9144,-2.9785
2.5777,-2.4319
-3.4807,1.8355
2.3868,2.9795
2.577,1.7518
4.7293,2.8631
-5.4661,2.4735
2.1546,-3.6245
1.2472,4.0071
0.30308,-3.4874
-2.0391,-4.3523
-0.46476,-4.9496
0.36906,3.7985
-3.4653,2.8186
-1.3285,-2.0074
-2.6437,2.0856
-4.4574,0.93719
1.888,2.079
3.3884,-2.7279
0.76475,-4.2594
-0.1248,3.1635
-3.2882,0.0022051
0.48447,-3.3287
1.8764,4.1019
-2.8583,-1.8862
0.11391,5.4347
2.7475,0.78835
-4.4097,-1.4368
-1.064,-1.2855
-4.5912,-1.225
-4.2268,-0.71006
-0.4218,4.8461
-2.6835,0.20454
3.238,-4.5744
1.8652,-1.2022
1.4665,4.5821
-2.2368,-3.9038
-0.58765,3.387
-1.1757,-1.5599
3.1517,-0.8767
-4.6098,-1.2267
-4.5193,2.5056
3.1171,-1.4538
4.4427,0.30005
-0.32198,-3.4628
-0.98892,-1.7114
-0.51141,5.5641
1.5066,2.5239
2.5597,2.6356
-4.6902,-0.39156
3.8924,-1.4469
3.2716,-2.9728
-0.86508,3.5833
1.1606,4.1604
-0.44982,3.0899
-3.5694,2.0695
-4.9267,1.9141
1.7397,-4.7067
-2.8606,0.1529
-3.7531,-0.41525
1.2786,2.5449
-3.3856,-2.1548
-3.6697,-0.50564
0.34375,6.0318
-0.74743,4.3166
-1.1206,-2.4615
4.4386,-0.67008
3.2664,3.1717
2.5957,1.5904
-1.7717,-4.9259
